athlete_NOC,NOC_for_join,NOC_clean,Year,Gold_ath,Silver_ath,Bronze_ath,Total_ath,Gold_off,Silver_off,Bronze_off,Total_off,Rank,diff_Gold,diff_Silver,diff_Bronze,diff_Total,abs_diff_sum,match_status
HUN,Hungary,Hungary,2016,4,8,3,15,8,3,4,15,12,-4,5,-1,0,10,DIFFER
INA,Indonesia,Indonesia,2016,0,1,2,3,1,2,0,3,46,-1,-1,2,0,4,DIFFER
IND,India,India,2016,1,0,1,2,0,1,1,2,67,1,-1,0,0,2,DIFFER
IOA,Independent Olympic Athletes,Independent Olympic Athletes,2016,1,1,0,2,1,0,1,2,51,0,1,-1,0,2,DIFFER
IRI,Iran,Iran,2016,4,3,1,8,3,1,4,8,24,1,2,-3,0,6,DIFFER
IRL,Ireland,Ireland,2016,0,0,2,2,0,2,0,2,63,0,-2,2,0,4,DIFFER
IRQ,IRQ,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ISL,ISL,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ISR,Israel,Israel,2016,2,0,0,2,0,0,2,2,77,2,0,-2,0,4,DIFFER
ISV,ISV,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ITA,Italy,Italy,2016,8,8,12,28,8,12,8,28,9,0,-4,4,0,8,DIFFER
IVB,IVB,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
JAM,Jamaica,Jamaica,2016,2,6,3,11,6,3,2,11,16,-4,3,1,0,8,DIFFER
JOR,Jordan,Jordan,2016,0,1,0,1,1,0,0,1,54,-1,1,0,0,2,DIFFER
JPN,Japan,Japan,2016,21,12,8,41,12,8,21,41,6,9,4,-13,0,26,DIFFER
KAZ,Kazakhstan,Kazakhstan,2016,10,3,5,18,2,5,10,17,30,8,-2,-5,1,15,DIFFER
KEN,Kenya,Kenya,2016,1,6,6,13,6,6,1,13,15,-5,0,5,0,10,DIFFER
KGZ,KGZ,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
KIR,KIR,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
KOR,South Korea,South Korea,2016,9,9,3,21,9,3,9,21,8,0,6,-6,0,12,DIFFER
KOS,Kosovo,Kosovo,2016,0,1,0,1,1,0,0,1,54,-1,1,0,0,2,DIFFER
KSA,KSA,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LAO,LAO,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LAT,LAT,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LBA,LBA,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LBR,LBR,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LCA,LCA,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LES,LES,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LIB,LIB,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LIE,LIE,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LTU,Lithuania,Lithuania,2016,3,0,1,4,0,1,3,4,65,3,-1,-2,0,6,DIFFER
LUX,LUX,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MAD,MAD,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MAR,Morocco,Morocco,2016,1,0,0,1,0,0,1,1,78,1,0,-1,0,2,DIFFER
MAS,Malaysia,Malaysia,2016,1,0,4,5,0,4,1,5,60,1,-4,3,0,8,DIFFER
MAW,MAW,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MDA,MDA,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MDV,MDV,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MEX,Mexico,Mexico,2016,2,0,3,5,0,3,2,5,61,2,-3,1,0,6,DIFFER
MGL,Mongolia,Mongolia,2016,1,0,1,2,0,1,1,2,67,1,-1,0,0,2,DIFFER
MHL,MHL,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MKD,MKD,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MLI,MLI,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MLT,MLT,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MNE,MNE,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MON,MON,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MOZ,MOZ,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MRI,MRI,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MTN,MTN,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MYA,MYA,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NAM,NAM,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NCA,NCA,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NED,Netherlands,Netherlands,2016,4,8,7,19,8,7,4,19,11,-4,1,3,0,8,DIFFER
NEP,NEP,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NGR,Nigeria,Nigeria,2016,1,0,0,1,0,0,1,1,78,1,0,-1,0,2,DIFFER
NIG,Niger,Niger,2016,0,0,1,1,0,1,0,1,69,0,-1,1,0,2,DIFFER
NOR,Norway,Norway,2016,4,0,0,4,0,0,4,4,74,4,0,-4,0,8,DIFFER
NRU,NRU,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NZL,New Zealand,New Zealand,2016,5,4,9,18,4,9,5,18,19,1,-5,4,0,10,DIFFER
OMA,OMA,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PAK,PAK,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PAN,PAN,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PAR,PAR,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PER,PER,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PHI,Philippines,Philippines,2016,0,0,1,1,0,1,0,1,69,0,-1,1,0,2,DIFFER
PLE,PLE,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PLW,PLW,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PNG,PNG,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
POL,Poland,Poland,2016,6,2,3,11,2,3,6,11,33,4,-1,-3,0,8,DIFFER
POR,Portugal,Portugal,2016,1,0,0,1,0,0,1,1,78,1,0,-1,0,2,DIFFER
PRK,North Korea,North Korea,2016,2,2,3,7,2,3,2,7,34,0,-1,1,0,2,DIFFER
PUR,Puerto Rico,Puerto Rico,2016,0,1,0,1,1,0,0,1,54,-1,1,0,0,2,DIFFER
QAT,Qatar,Qatar,2016,0,0,1,1,0,1,0,1,69,0,-1,1,0,2,DIFFER
ROT,ROT,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ROU,Romania,Romania,2016,2,1,1,4,1,1,2,4,47,1,0,-1,0,2,DIFFER
RSA,South Africa,South Africa,2016,2,2,6,10,2,6,2,10,29,0,-4,4,0,8,DIFFER
RUS,Russia,Russia,2016,20,19,17,56,19,17,20,56,4,1,2,-3,0,6,DIFFER
RWA,RWA,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SAM,SAM,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SEN,SEN,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SEY,SEY,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SGP,Singapore,Singapore,2016,0,1,0,1,1,0,0,1,54,-1,1,0,0,2,DIFFER
SKN,SKN,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SLE,SLE,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SLO,Slovenia,Slovenia,2016,1,1,2,4,1,2,1,4,45,0,-1,1,0,2,DIFFER
SMR,SMR,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SOL,SOL,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SOM,SOM,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SRB,Serbia,Serbia,2016,2,2,4,8,2,4,2,8,32,0,-2,2,0,4,DIFFER
SRI,SRI,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SSD,SSD,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
STP,STP,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SUD,SUD,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SUI,Switzerland,Switzerland,2016,2,3,2,7,3,2,2,7,23,-1,1,0,0,2,DIFFER
SUR,SUR,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SVK,Slovakia,Slovakia,2016,0,2,2,4,2,2,0,4,37,-2,0,2,0,4,DIFFER
SWE,Sweden,Sweden,2016,3,2,6,11,2,6,3,11,28,1,-4,3,0,8,DIFFER
SWZ,SWZ,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
SYR,SYR,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
TAN,TAN,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
TGA,TGA,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
THA,Thailand,Thailand,2016,2,2,2,6,2,2,2,6,35,0,0,0,0,0,MATCH
TJK,Tajikistan,Tajikistan,2016,0,1,0,1,1,0,0,1,54,-1,1,0,0,2,DIFFER
TKM,TKM,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
TLS,TLS,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
TOG,TOG,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
TPE,Chinese Taipei,Chinese Taipei,2016,2,1,0,3,1,0,2,3,50,1,1,-2,0,4,DIFFER
TTO,Trinidad and Tobago,Trinidad and Tobago,2016,1,0,0,1,0,0,1,1,78,1,0,-1,0,2,DIFFER
TUN,Tunisia,Tunisia,2016,3,0,0,3,0,0,3,3,75,3,0,-3,0,6,DIFFER
TUR,Turkey,Turkey,2016,4,1,3,8,1,3,4,8,41,3,-2,-1,0,6,DIFFER
TUV,TUV,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
UAE,United Arab Emirates,United Arab Emirates,2016,1,0,0,1,0,0,1,1,78,1,0,-1,0,2,DIFFER
UGA,UGA,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
UKR,Ukraine,Ukraine,2016,4,2,5,11,2,5,4,11,31,2,-3,1,0,6,DIFFER
URU,URU,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
USA,United States,United States,2016,38,46,37,121,46,37,38,121,1,-8,9,-1,0,18,DIFFER
UZB,Uzbekistan,Uzbekistan,2016,7,4,2,13,4,2,7,13,21,3,2,-5,0,10,DIFFER
VAN,VAN,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
VEN,Venezuela,Venezuela,2016,2,0,1,3,0,2,1,3,62,2,-2,0,0,4,DIFFER
VIE,Vietnam,Vietnam,2016,0,1,1,2,1,1,0,2,48,-1,0,1,0,2,DIFFER
VIN,VIN,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
YEM,YEM,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ZAM,ZAM,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ZIM,ZIM,,2016,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
AFG,AFG,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ALB,ALB,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ALG,ALG,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
AND,AND,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ANG,ANG,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ANT,ANT,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ARG,Argentina,Argentina,2020,1,0,1,2,0,1,2,3,72,1,-1,-1,-1,3,DIFFER
ARM,Armenia,Armenia,2020,2,0,2,4,0,2,2,4,69,2,-2,0,0,4,DIFFER
ARU,ARU,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ASA,ASA,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
AUS,Australia,Australia,2020,22,16,7,45,17,7,22,46,6,5,9,-15,-1,29,DIFFER
AUT,Austria,Austria,2020,5,1,1,7,1,1,5,7,53,4,0,-4,0,8,DIFFER
AZE,Azerbaijan,Azerbaijan,2020,4,0,3,7,0,3,4,7,67,4,-3,-1,0,8,DIFFER
BAH,Bahamas,Bahamas,2020,0,2,0,2,2,0,0,2,42,-2,2,0,0,4,DIFFER
BAN,BAN,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BAR,BAR,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BDI,BDI,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BEL,Belgium,Belgium,2020,3,3,1,7,3,1,3,7,29,0,2,-2,0,4,DIFFER
BEN,BEN,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BER,Bermuda,Bermuda,2020,0,1,0,1,1,0,0,1,63,-1,1,0,0,2,DIFFER
BHU,BHU,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BIH,BIH,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BIZ,BIZ,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BLR,Belarus,Belarus,2020,3,1,3,7,1,3,3,7,45,2,-2,0,0,4,DIFFER
BOL,BOL,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BOT,Botswana,Botswana,2020,1,0,0,1,0,0,1,1,86,1,0,-1,0,2,DIFFER
BRA,Brazil,Brazil,2020,8,7,6,21,7,6,8,21,12,1,1,-2,0,4,DIFFER
BRN,Bahrain,Bahrain,2020,0,0,1,1,0,1,0,1,77,0,-1,1,0,2,DIFFER
BRU,BRU,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
BUL,Bulgaria,Bulgaria,2020,2,3,1,6,3,1,2,6,30,-1,2,-1,0,4,DIFFER
BUR,Burkina Faso,Burkina Faso,2020,1,0,0,1,0,0,1,1,86,1,0,-1,0,2,DIFFER
CAF,CAF,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CAM,CAM,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CAN,Canada,Canada,2020,11,7,6,24,7,7,10,24,11,4,0,-4,0,8,DIFFER
CAY,CAY,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CGO,CGO,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CHA,CHA,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CHI,CHI,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CHN,China,China,2020,18,37,30,85,38,32,19,89,2,-20,5,11,-4,36,DIFFER
CIV,Ivory Coast,Ivory Coast,2020,1,0,0,1,0,0,1,1,86,1,0,-1,0,2,DIFFER
CMR,CMR,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
COD,COD,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
COK,COK,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
COL,Colombia,Colombia,2020,1,0,4,5,0,4,1,5,66,1,-4,3,0,8,DIFFER
COM,COM,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CPV,CPV,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CRC,CRC,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CRO,Croatia,Croatia,2020,2,3,3,8,3,3,2,8,26,-1,0,1,0,2,DIFFER
CUB,Cuba,Cuba,2020,5,7,3,15,7,3,5,15,14,-2,4,-2,0,8,DIFFER
CYP,CYP,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
CZE,Czech Republic,Czech Republic,2020,3,4,4,11,4,4,3,11,18,-1,0,1,0,2,DIFFER
DEN,Denmark,Denmark,2020,4,3,4,11,3,4,4,11,25,1,-1,0,0,2,DIFFER
DJI,DJI,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
DMA,DMA,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
DOM,Dominican Republic,Dominican Republic,2020,2,0,3,5,0,3,2,5,68,2,-3,1,0,6,DIFFER
ECU,Ecuador,Ecuador,2020,0,2,1,3,2,1,0,3,38,-2,1,1,0,4,DIFFER
EGY,Egypt,Egypt,2020,4,1,1,6,1,1,4,6,54,3,0,-3,0,6,DIFFER
EOR,EOR,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ERI,ERI,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ESA,ESA,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ESP,Spain,Spain,2020,6,3,8,17,3,8,6,17,22,3,-5,2,0,10,DIFFER
EST,Estonia,Estonia,2020,1,1,0,2,1,0,1,2,59,0,1,-1,0,2,DIFFER
ETH,Ethiopia,Ethiopia,2020,2,1,1,4,1,1,2,4,56,1,0,-1,0,2,DIFFER
FIJ,Fiji,Fiji,2020,1,1,0,2,1,0,1,2,59,0,1,-1,0,2,DIFFER
FIN,Finland,Finland,2020,2,0,0,2,0,0,2,2,85,2,0,-2,0,4,DIFFER
FRA,France,France,2020,11,9,12,32,10,12,11,33,8,1,-3,1,-1,5,DIFFER
FSM,FSM,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GAB,GAB,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GAM,GAM,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GBR,Great Britain,Great Britain,2020,22,22,21,65,22,20,22,64,4,0,2,-1,1,3,DIFFER
GBS,GBS,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GEO,Georgia,Georgia,2020,1,2,5,8,2,5,1,8,33,-1,-3,4,0,8,DIFFER
GEQ,GEQ,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GER,Germany,Germany,2020,16,10,11,37,10,11,16,37,9,6,-1,-5,0,12,DIFFER
GHA,Ghana,Ghana,2020,1,0,0,1,0,0,1,1,86,1,0,-1,0,2,DIFFER
GRE,Greece,Greece,2020,1,2,1,4,2,1,1,4,36,-1,1,0,0,2,DIFFER
GRN,Grenada,Grenada,2020,1,0,0,1,0,0,1,1,86,1,0,-1,0,2,DIFFER
GUA,GUA,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GUI,GUI,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GUM,GUM,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
GUY,GUY,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
HAI,HAI,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
HKG,Hong Kong,Hong Kong,2020,3,1,2,6,1,2,3,6,49,2,-1,-1,0,4,DIFFER
HON,HON,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
HUN,Hungary,Hungary,2020,7,6,7,20,6,7,7,20,15,1,-1,0,0,2,DIFFER
INA,Indonesia,Indonesia,2020,3,1,1,5,1,1,3,5,55,2,0,-2,0,4,DIFFER
IND,India,India,2020,4,1,2,7,1,2,4,7,48,3,-1,-2,0,6,DIFFER
IRI,Iran,Iran,2020,2,3,2,7,3,2,2,7,27,-1,1,0,0,2,DIFFER
IRL,Ireland,Ireland,2020,2,2,0,4,2,0,2,4,39,0,2,-2,0,4,DIFFER
IRQ,IRQ,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ISL,ISL,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ISR,Israel,Israel,2020,2,2,0,4,2,0,2,4,39,0,2,-2,0,4,DIFFER
ISV,ISV,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
ITA,Italy,Italy,2020,20,10,10,40,10,10,20,40,10,10,0,-10,0,20,DIFFER
IVB,IVB,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
JAM,Jamaica,Jamaica,2020,4,4,1,9,4,1,4,9,21,0,3,-3,0,6,DIFFER
JOR,Jordan,Jordan,2020,1,0,1,2,0,1,1,2,74,1,-1,0,0,2,DIFFER
JPN,Japan,Japan,2020,16,27,14,57,27,14,17,58,3,-11,13,-3,-1,27,DIFFER
KAZ,Kazakhstan,Kazakhstan,2020,8,0,0,8,0,0,8,8,83,8,0,-8,0,16,DIFFER
KEN,Kenya,Kenya,2020,2,4,4,10,4,4,2,10,19,-2,0,2,0,4,DIFFER
KGZ,Kyrgyzstan,Kyrgyzstan,2020,1,0,2,3,0,2,1,3,70,1,-2,1,0,4,DIFFER
KIR,KIR,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
KOR,South Korea,South Korea,2020,10,6,4,20,6,4,10,20,16,4,2,-6,0,12,DIFFER
KOS,Kosovo,Kosovo,2020,0,2,0,2,2,0,0,2,42,-2,2,0,0,4,DIFFER
KSA,Saudi Arabia,Saudi Arabia,2020,0,0,1,1,0,1,0,1,77,0,-1,1,0,2,DIFFER
KUW,Kuwait,Kuwait,2020,1,0,0,1,0,0,1,1,86,1,0,-1,0,2,DIFFER
LAO,LAO,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LAT,Latvia,Latvia,2020,1,1,0,2,1,0,1,2,59,0,1,-1,0,2,DIFFER
LBA,LBA,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LBN,LBN,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LBR,LBR,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LCA,LCA,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LES,LES,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LIE,LIE,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
LTU,Lithuania,Lithuania,2020,0,0,1,1,0,1,0,1,77,0,-1,1,0,2,DIFFER
LUX,LUX,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MAD,MAD,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MAR,Morocco,Morocco,2020,0,1,0,1,1,0,0,1,63,-1,1,0,0,2,DIFFER
MAS,Malaysia,Malaysia,2020,1,0,1,2,0,1,1,2,74,1,-1,0,0,2,DIFFER
MAW,MAW,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MDA,Moldova,Moldova,2020,1,0,0,1,0,0,1,1,86,1,0,-1,0,2,DIFFER
MDV,MDV,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MEX,Mexico,Mexico,2020,4,0,0,4,0,0,4,4,84,4,0,-4,0,8,DIFFER
MGL,Mongolia,Mongolia,2020,3,0,1,4,0,1,3,4,71,3,-1,-2,0,6,DIFFER
MHL,MHL,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MKD,North Macedonia,North Macedonia,2020,0,0,1,1,0,1,0,1,77,0,-1,1,0,2,DIFFER
MLI,MLI,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MLT,MLT,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MNE,MNE,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MON,MON,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MOZ,MOZ,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MRI,MRI,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MTN,MTN,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
MYA,MYA,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NAM,Namibia,Namibia,2020,0,0,1,1,0,1,0,1,77,0,-1,1,0,2,DIFFER
NCA,NCA,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NED,Netherlands,Netherlands,2020,14,10,12,36,10,12,14,36,7,4,-2,-2,0,8,DIFFER
NEP,NEP,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NGR,Nigeria,Nigeria,2020,1,0,1,2,0,1,1,2,74,1,-1,0,0,2,DIFFER
NIG,NIG,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NOR,Norway,Norway,2020,2,4,2,8,4,2,2,8,20,-2,2,0,0,4,DIFFER
NRU,NRU,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
NZL,New Zealand,New Zealand,2020,7,7,6,20,7,6,7,20,13,0,1,-1,0,2,DIFFER
OMA,OMA,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PAK,PAK,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PAN,PAN,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PAR,PAR,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PER,PER,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PHI,Philippines,Philippines,2020,1,1,2,4,1,2,1,4,50,0,-1,1,0,2,DIFFER
PLE,PLE,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PLW,PLW,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
PNG,PNG,,2020,0,0,0,0,0,0,0,0,,0,0,0,0,0,NO_MEDALS
